Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1538,5221872448,tgeroux (6/8),0,139.4,1B Shohei Ohtani 2B Gleyber Torres 3B Hao-Yu Lee C Hunter Feduccia OF Kyle Tucker OF Lawrence Butler OF Brett Callahan P Blake Snell P Shota Imanaga SS Mookie Betts,,,
1538,5221872620,tgeroux (7/8),0,139.4,1B Shohei Ohtani 2B Gleyber Torres 3B Hao-Yu Lee C Hunter Feduccia OF Kyle Tucker OF Lawrence Butler OF Brett Callahan P Blake Snell P Shota Imanaga SS Mookie Betts,,,
1538,5221877158,tgeroux (8/8),0,139.4,1B Shohei Ohtani 2B Gleyber Torres 3B Hao-Yu Lee C Hunter Feduccia OF Kyle Tucker OF Lawrence Butler OF Brett Callahan P Blake Snell P Shota Imanaga SS Mookie Betts,,,
1571,5221454410,aquafinatim (3/20),0,139.25,1B Freddie Freeman 2B Jeff McNeil 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Henry Bolte OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mookie Betts,,,
1571,5221477744,cj351 (10/20),0,139.25,1B Josh Bell 2B Nick Sogard 3B Max Muncy C Ryan Jeffers OF Andy Pages OF Byron Buxton OF Luke Keaschall P Shota Imanaga P Framber Valdez SS Kaelen Culpepper,,,
1571,5221545112,mack69 (16/20),0,139.25,1B Shohei Ohtani 2B Jeff McNeil 3B Tommy White C Drake Baldwin OF Zack Gelof OF Henry Bolte OF Carlos Cortes P Shota Imanaga P Framber Valdez SS Mookie Betts,,,
1571,5221586004,jrancor22 (19/20),0,139.25,1B Michael Busch 2B Gleyber Torres 3B Pedro Ramirez C Mickey Gasper OF Pete Crow-Armstrong OF Ian Happ OF Michael Conforto P Shota Imanaga P Framber Valdez SS Kevin McGonigle,,,
1571,5221605224,cwthrow24 (4/20),0,139.25,1B Jared Young 2B Adael Amador 3B Willi Castro C Brett Sullivan OF Shohei Ohtani OF Cole Carrigg OF Jordan Beck P Shota Imanaga P Framber Valdez SS Bobby Witt Jr.,,,
1571,5221734910,keenmachine48,0,139.25,1B Shohei Ohtani 2B Ozzie Albies 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Mike Yastrzemski OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mauricio Dubon,,,
1571,5221755118,lklk88088 (17/20),0,139.25,1B Josh Bell 2B Gleyber Torres 3B Colt Keith C Ryan Jeffers OF Shohei Ohtani OF Byron Buxton OF Luke Keaschall P Shota Imanaga P Framber Valdez SS Kaelen Culpepper,,,
1571,5221765520,smccarty (20/20),0,139.25,1B Jac Caglianone 2B Tommy Edman 3B Maikel Garcia C Carter Jensen OF Zach McKinstry OF Kyle Isbel OF Brett Callahan P Nolan McLean P Framber Valdez SS Bobby Witt Jr.,,,
1579,5221454975,Dillymonkeys (20/20),0,139.05,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Salvador Perez OF Shohei Ohtani OF Andy Pages OF Luke Keaschall P Blake Snell P Bailey Ober SS Kaelen Culpepper,,,
1579,5221465384,Santino7136 (6/20),0,139.05,1B Jac Caglianone 2B Michael Massey 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Isaac Collins OF Kyle Isbel P Blake Snell P Mitch Bratt SS Bobby Witt Jr.,,,
1581,5221074849,zandwich (8/20),0,139,1B Jac Caglianone 2B Hao-Yu Lee 3B Kevin McGonigle C Dillon Dingler OF Max Clark OF Isaac Collins OF Brett Callahan P Michael Wacha P Framber Valdez SS Bobby Witt Jr.,,,
1581,5221496348,VegasStacker (5/5),0,139,1B Shohei Ohtani 2B Nico Hoerner 3B Kevin McGonigle C Dillon Dingler OF Max Clark OF Zach McKinstry OF Brett Callahan P Michael Wacha P Framber Valdez SS Xander Bogaerts,,,
1581,5221745347,produceman09 (3/20),0,139,1B Rafael Flores Jr. 2B Brandon Lowe 3B Nick Yorke C Henry Davis OF Shohei Ohtani OF Andy Pages OF Jake Mangum P Nolan McLean P Walker Buehler SS Mookie Betts,,,
1581,5221745351,produceman09 (7/20),0,139,1B Willson Contreras 2B Nick Sogard 3B Max Muncy C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Esmerlyn Valdez P Nolan McLean P Walker Buehler SS Jared Triolo,,,
1585,5221515228,LTskelter (8/20),0,138.9,1B Jared Young 2B Jeff McNeil 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Henry Bolte P Framber Valdez P Bailey Ober SS Mookie Betts,,,
1585,5221669773,brianbrandon71 (3/3),0,138.9,1B Vinnie Pasquantino 2B Tommy Edman 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Isaac Collins OF Kyle Isbel P Framber Valdez P Mitch Bratt SS Bobby Witt Jr.,,,
1587,5221377839,TripleThreat99 (2/3),0,138.85,1B Vinnie Pasquantino 2B Nick Sogard 3B Maikel Garcia C Carter Jensen OF Andy Pages OF Carlos Cortes OF Isaac Collins P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1587,5221422423,ericmcq3121 (2/8),0,138.85,1B Willson Contreras 2B Chase Meidroth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Kyle Tucker OF Randal Grichuk P Framber Valdez P Brayan Bello SS Andruw Monasterio,,,
1587,5221425219,CaptainGuts (1/3),0,138.85,1B Jac Caglianone 2B Michael Massey 3B Colt Keith C Gabriel Moreno OF Pete Crow-Armstrong OF Luke Keaschall OF Tim Tawa P Blake Snell P Framber Valdez SS Francisco Lindor,,,
1587,5221438533,az350z (10/20),0,138.85,1B Freddie Freeman 2B Nick Sogard 3B Max Muncy C Adley Rutschman OF Ceddanne Rafaela OF Jackson Merrill OF Eli White P Blake Snell P Framber Valdez SS Andruw Monasterio,,,
1587,5221468672,caldwelltylerusng94 (11/20),0,138.85,1B Freddie Freeman 2B Marcus Semien 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Mookie Betts,,,
1587,5221474838,jdb1989 (11/20),0,138.85,1B Jeff McNeil 2B Tommy Edman 3B Tommy White C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Zack Gelof P Blake Snell P Framber Valdez SS Alika Williams,,,
1587,5221501059,jabberjaww (8/20),0,138.85,1B Vinnie Pasquantino 2B Michael Massey 3B Max Muncy C Salvador Perez OF Shohei Ohtani OF Isaac Collins OF Eli White P Blake Snell P Framber Valdez SS Maikel Garcia,,,
1587,5221590502,TheHuckShow (4/20),0,138.85,1B Vinnie Pasquantino 2B Jeff McNeil 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Isaac Collins OF Kyle Isbel P Blake Snell P Framber Valdez SS Francisco Lindor,,,
1587,5221631264,jakelabranche (8/20),0,138.85,1B Vinnie Pasquantino 2B Michael Massey 3B Jorge Polanco C Carter Jensen OF Shohei Ohtani OF Brenton Doyle OF Isaac Collins P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1587,5221692414,Ezilodi (11/20),0,138.85,1B Freddie Freeman 2B Marcus Semien 3B Tommy White C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Luis Robert Jr. P Blake Snell P Framber Valdez SS Alika Williams,,,
1587,5221751593,Trev512,0,138.85,1B Jac Caglianone 2B Nick Sogard 3B Bo Bichette C Carter Jensen OF Shohei Ohtani OF Kyle Isbel OF Eli White P Blake Snell P Framber Valdez SS Francisco Lindor,,,
1587,5221779567,JRucker504 (14/20),0,138.85,1B Nick Sogard 2B Tommy Edman 3B Caleb Durbin C Mickey Gasper OF Kyle Tucker OF Wilyer Abreu OF Ceddanne Rafaela P Blake Snell P Framber Valdez SS Mookie Betts,,,
1587,5221786451,Velllo (11/20),0,138.85,1B Shohei Ohtani 2B Gleyber Torres 3B Colt Keith C Dillon Dingler OF Lawrence Butler OF Carlos Cortes OF Brett Callahan P Blake Snell P Framber Valdez SS Kevin McGonigle,,,
1587,5221872177,rynorules,0,138.85,1B Willson Contreras 2B Gleyber Torres 3B Caleb Durbin C Carter Jensen OF Ceddanne Rafaela OF Max Clark OF A.J. Ewing P Blake Snell P Framber Valdez SS Francisco Lindor,,,
1587,5221885958,PurplePain42 (1/20),0,138.85,1B Miguel Vargas 2B Alika Williams 3B Kevin McGonigle C Dillon Dingler OF Lawrence Butler OF Zach McKinstry OF Kyle Isbel P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1602,5221074854,zandwich (13/20),0,138.8,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Ceddanne Rafaela OF Esmerlyn Valdez OF Jake Mangum P Nolan McLean P Shota Imanaga SS Jared Triolo,,,
1603,5221548094,jsamtoy (14/20),0,138.6,1B Michael Busch 2B Jake Cronenworth 3B Alex Bregman C Salvador Perez OF Pete Crow-Armstrong OF Seiya Suzuki OF Ian Happ P Blake Snell P Walker Buehler SS Kaelen Culpepper,,,
1603,5221803007,Dsmoothcriminal (1/20),0,138.6,1B Willson Contreras 2B Nick Sogard 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Kyle Tucker OF Eli White P Blake Snell P Walker Buehler SS Mookie Betts,,,
1605,5221333074,AverageTuesday (9/20),0,138.55,1B Jac Caglianone 2B Hao-Yu Lee 3B Maikel Garcia C Carter Jensen OF Max Clark OF Kyle Isbel OF Brett Callahan P Nolan McLean P Michael Wacha SS Bobby Witt Jr.,,,
1605,5221420904,pitcoman (17/20),0,138.55,1B Freddie Freeman 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Tommy Edman OF Zach McKinstry OF Brett Callahan P Michael Wacha P Shota Imanaga SS Mookie Betts,,,
1605,5221443393,Caryg07 (16/20),0,138.55,1B Willson Contreras 2B Nick Sogard 3B Colt Keith C Dillon Dingler OF Wilyer Abreu OF Ceddanne Rafaela OF Zach McKinstry P Michael Wacha P Shota Imanaga SS Andruw Monasterio,,,
1605,5221450608,JulesSantana (16/20),0,138.55,1B Jac Caglianone 2B Michael Massey 3B Colt Keith C Salvador Perez OF Byron Buxton OF Isaac Collins OF Zach McKinstry P Michael Wacha P Shota Imanaga SS Bobby Witt Jr.,,,
1605,5221462812,JcClark18 (4/20),0,138.55,1B Jac Caglianone 2B Michael Massey 3B Max Muncy C Salvador Perez OF Shohei Ohtani OF Isaac Collins OF Kyle Isbel P Michael Wacha P Shota Imanaga SS Jared Triolo,,,
1605,5221481029,edub1976 (11/20),0,138.55,1B Vinnie Pasquantino 2B Michael Massey 3B Colt Keith C Carter Jensen OF Pete Crow-Armstrong OF Isaac Collins OF Kyle Isbel P Michael Wacha P Shota Imanaga SS Kevin McGonigle,,,
1605,5221682316,j-wolf05 (19/20),0,138.55,1B Jac Caglianone 2B Nick Sogard 3B Max Muncy C Salvador Perez OF Wilyer Abreu OF Ceddanne Rafaela OF Eli White P Michael Wacha P Shota Imanaga SS Andruw Monasterio,,,
1612,5221554269,playahata1 (17/20),0,138.45,1B Michael Busch 2B Pedro Ramirez 3B Maikel Garcia C Salvador Perez OF Pete Crow-Armstrong OF Ian Happ OF Michael Conforto P Framber Valdez P Walker Buehler SS Bobby Witt Jr.,,,
1613,5221360696,HyVoltage (4/20),0,138.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Maikel Garcia C Carter Jensen OF Michael Harris II OF Lawrence Butler OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,,
1613,5221412606,apforadori (2/3),0,138.4,1B Shohei Ohtani 2B Jorge Polanco 3B Jared Triolo C Drake Baldwin OF Andy Pages OF Henry Bolte OF Eli White P Blake Snell P Shota Imanaga SS Francisco Lindor,,,
1613,5221454409,aquafinatim (2/20),0,138.4,1B Ty France 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Jackson Merrill OF Gavin Sheets P Blake Snell P Shota Imanaga SS Xander Bogaerts,,,
1613,5221460960,jaakko (3/6),0,138.4,1B Josh Bell 2B Royce Lewis 3B Max Muncy C Henry Davis OF Andy Pages OF Tommy Edman OF Luke Keaschall P Blake Snell P Shota Imanaga SS Kaelen Culpepper,,,
1613,5221466915,masonplays2014 (14/20),0,138.4,1B Shohei Ohtani 2B Nick Gonzales 3B Caleb Durbin C Adley Rutschman OF Bryan Reynolds OF Esmerlyn Valdez OF Eli White P Blake Snell P Shota Imanaga SS Jared Triolo,,,
1613,5221468664,caldwelltylerusng94 (3/20),0,138.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Maikel Garcia C Carter Jensen OF Michael Harris II OF Lawrence Butler OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,,
1613,5221470625,jamistar (17/20),0,138.4,1B Freddie Freeman 2B Tommy Edman 3B Nick Yorke C Henry Davis OF Shohei Ohtani OF Esmerlyn Valdez OF A.J. Ewing P Blake Snell P Shota Imanaga SS Jared Triolo,,,
1613,5221481026,edub1976 (8/20),0,138.4,1B Jac Caglianone 2B Jorge Polanco 3B Maikel Garcia C Salvador Perez OF Ronald Acuna Jr. OF Luis Robert Jr. OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,,
1613,5221500298,Chadg20 (14/20),0,138.4,1B Nick Yorke 2B Jeff McNeil 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Teoscar Hernandez OF Henry Bolte P Blake Snell P Shota Imanaga SS Mookie Betts,,,
1613,5221508671,Cuscus3 (16/20),0,138.4,1B Tommy White 2B Nico Hoerner 3B Zack Gelof C Carson Kelly OF Pete Crow-Armstrong OF Ian Happ OF Michael Conforto P Blake Snell P Shota Imanaga SS Alika Williams,,,
1613,5221515324,LinkSinc (7/20),0,138.4,1B Jeff McNeil 2B Ildemaro Vargas 3B Tommy White C Gabriel Moreno OF Pete Crow-Armstrong OF Lawrence Butler OF Henry Bolte P Blake Snell P Shota Imanaga SS Geraldo Perdomo,,,
1613,5221524120,davidarussellii (9/20),0,138.4,1B Tommy White 2B Alika Williams 3B Max Muncy C Brian Serven OF Andy Pages OF Kyle Tucker OF Lawrence Butler P Blake Snell P Shota Imanaga SS Mookie Betts,,,
1613,5221596241,HC0023 (1/20),0,138.4,1B Ty France 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Jackson Merrill OF Gavin Sheets P Blake Snell P Shota Imanaga SS Xander Bogaerts,,,
1613,5221631270,jakelabranche (14/20),0,138.4,1B Shohei Ohtani 2B Ildemaro Vargas 3B Hao-Yu Lee C Gabriel Moreno OF Corbin Carroll OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Geraldo Perdomo,,,
1613,5221636711,cmalas (5/20),0,138.4,1B Ty France 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Jackson Merrill OF Gavin Sheets P Blake Snell P Shota Imanaga SS Xander Bogaerts,,,
1613,5221654137,leaf42901 (5/6),0,138.4,1B Matt Olson 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Esmerlyn Valdez OF Brett Callahan P Blake Snell P Shota Imanaga SS Kaelen Culpepper,,,
1613,5221682302,j-wolf05 (5/20),0,138.4,1B Ty France 2B Jake Cronenworth 3B Max Muncy C Rafael Flores Jr. OF Shohei Ohtani OF Jackson Merrill OF Gavin Sheets P Blake Snell P Shota Imanaga SS Jared Triolo,,,
1613,5221682399,SHININ (6/20),0,138.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Maikel Garcia C Carter Jensen OF Zack Gelof OF Lawrence Butler OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,,
1613,5221738074,cptnspaulding (6/20),0,138.4,1B Shohei Ohtani 2B Tommy Edman 3B Max Muncy C Hunter Feduccia OF Teoscar Hernandez OF Kyle Isbel OF Brett Callahan P Blake Snell P Shota Imanaga SS Javier Baez,,,
1613,5221744743,dean78904 (5/6),0,138.4,1B Salvador Perez 2B Jorge Polanco 3B Max Muncy C Carter Jensen OF Kyle Tucker OF Isaac Collins OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,,
1613,5221768578,scuba03 (8/20),0,138.4,1B Vinnie Pasquantino 2B Michael Massey 3B Tommy White C Carter Jensen OF Shohei Ohtani OF Lawrence Butler OF Isaac Collins P Blake Snell P Shota Imanaga SS Maikel Garcia,,,
1613,5221773421,MrM86 (10/20),0,138.4,1B Shohei Ohtani 2B Connor Norby 3B Max Muncy C Hunter Feduccia OF Kyle Tucker OF Randal Grichuk OF Jordan Beck P Blake Snell P Shota Imanaga SS Luisangel Acuna,,,
1613,5221780018,BigDBoss (7/20),0,138.4,1B Tommy White 2B Jeff McNeil 3B Maikel Garcia C Carter Jensen OF Lawrence Butler OF Henry Bolte OF Carlos Cortes P Nolan McLean P Blake Snell SS Bobby Witt Jr.,,,
1613,5221790890,Gagenator51 (5/20),0,138.4,1B Vinnie Pasquantino 2B Marcus Semien 3B Jorge Polanco C Salvador Perez OF Pete Crow-Armstrong OF Wilyer Abreu OF A.J. Ewing P Blake Snell P Shota Imanaga SS Maikel Garcia,,,
1613,5221825163,sh-13,0,138.4,1B Willson Contreras 2B Jeff McNeil 3B Zack Gelof C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Lawrence Butler P Blake Snell P Shota Imanaga SS Jared Triolo,,,
1613,5221828067,MacHighlander89,0,138.4,1B Jared Young 2B Jorge Polanco 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Byron Buxton OF Eli White P Blake Snell P Shota Imanaga SS Francisco Lindor,,,
1613,5221842537,JLong456 (8/20),0,138.4,1B Salvador Perez 2B Tommy Edman 3B Max Muncy C Carter Jensen OF Michael Harris II OF Isaac Collins OF Kyle Isbel P Shota Imanaga P Brayan Bello SS Bobby Witt Jr.,,,
1613,5221851667,wesol33,0,138.4,1B Shohei Ohtani 2B Jorge Polanco 3B Jared Triolo C Drake Baldwin OF Andy Pages OF Henry Bolte OF Eli White P Blake Snell P Shota Imanaga SS Francisco Lindor,,,
1641,5220969584,tkineavy1211 (10/20),0,138.35,1B Freddie Freeman 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Fernando Tatis Jr. P Framber Valdez P Alec Gamboa SS Kaelen Culpepper,,,
1642,5221146982,hittinmiddle (12/18),0,138.25,1B Salvador Perez 2B Tommy Edman 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Isaac Collins OF Kyle Isbel P Shota Imanaga P Framber Valdez SS Mookie Betts,,,
1642,5221537416,jusplay25 (6/20),0,138.25,1B Freddie Freeman 2B Jake Cronenworth 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Jordan Beck OF Zach McKinstry P Shota Imanaga P Framber Valdez SS Mookie Betts,,,
1642,5221562042,colemryt (7/20),0,138.25,1B Shohei Ohtani 2B Tommy Edman 3B Max Muncy C Brian Serven OF Zack Gelof OF Lawrence Butler OF Henry Bolte P Shota Imanaga P Framber Valdez SS Alika Williams,,,
1642,5221748950,salatso22 (2/20),0,138.25,1B Willson Contreras 2B Tommy Edman 3B Caleb Durbin C Adley Rutschman OF Kyle Tucker OF Ceddanne Rafaela OF Eli White P Shota Imanaga P Framber Valdez SS Mookie Betts,,,
1642,5221808969,Abyssus (2/8),0,138.25,1B Jac Caglianone 2B Jorge Polanco 3B Alex Bregman C Carson Kelly OF Pete Crow-Armstrong OF Seiya Suzuki OF Michael Conforto P Shota Imanaga P Framber Valdez SS Mauricio Dubon,,,
1642,5221815278,tide182 (4/5),0,138.25,1B Jac Caglianone 2B Royce Lewis 3B Tommy White C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Alan Roden P Shota Imanaga P Framber Valdez SS Bobby Witt Jr.,,,
1642,5221871791,Easymoneyty13 (18/20),0,138.25,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Gabriel Moreno OF Corbin Carroll OF Wilyer Abreu OF Ceddanne Rafaela P Shota Imanaga P Framber Valdez SS Mauricio Dubon,,,
1649,5221448322,meodette (7/20),0,138.15,1B Willson Contreras 2B Gleyber Torres 3B Hao-Yu Lee C Drake Baldwin OF Michael Harris II OF Javier Baez OF Zach McKinstry P Blake Snell P Michael Wacha SS Kevin McGonigle,,,
1649,5221464003,Mucci193 (7/20),0,138.15,1B Jac Caglianone 2B Hao-Yu Lee 3B Maikel Garcia C Carter Jensen OF Teoscar Hernandez OF Kyle Isbel OF Brett Callahan P Blake Snell P Michael Wacha SS Bobby Witt Jr.,,,
1649,5221774818,Adols9 (8/15),0,138.15,1B Freddie Freeman 2B Jorge Polanco 3B Max Muncy C Henry Davis OF Shohei Ohtani OF Lawrence Butler OF Brett Callahan P Blake Snell P Martin Perez SS Mookie Betts,,,
1649,5221805744,JONESZY9 (16/20),0,138.15,1B Freddie Freeman 2B Tommy Edman 3B Miguel Vargas C Henry Davis OF Shohei Ohtani OF Randal Grichuk OF Zach McKinstry P Blake Snell P Martin Perez SS Jared Triolo,,,
1653,5221535205,smk5430 (20/20),0,138,1B Freddie Freeman 2B Alika Williams 3B Zack Gelof C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Lawrence Butler P Shota Imanaga P Walker Buehler SS Donovan Walton,,,
1653,5221659498,RyPA24 (6/20),0,138,1B Jac Caglianone 2B Michael Massey 3B Jorge Polanco C Salvador Perez OF Shohei Ohtani OF Luis Robert Jr. OF Isaac Collins P Michael Wacha P Framber Valdez SS Bobby Witt Jr.,,,
1653,5221688331,LRoyTheKing (5/5),0,138,1B Jac Caglianone 2B Donovan Walton 3B Tommy White C Salvador Perez OF Shohei Ohtani OF Andy Pages OF Lawrence Butler P Framber Valdez P Martin Perez SS Mookie Betts,,,
1653,5221851940,greendose (2/3),0,138,1B Shohei Ohtani 2B Jorge Polanco 3B Max Muncy C Salvador Perez OF Andy Pages OF Byron Buxton OF Brett Callahan P Michael Wacha P Framber Valdez SS Kaelen Culpepper,,,
1657,5221832634,Jbjafarian (7/20),0,137.9,1B Freddie Freeman 2B Nick Sogard 3B Jorge Polanco C Mickey Gasper OF Shohei Ohtani OF Andy Pages OF Kyle Tucker P Framber Valdez P Bailey Ober SS Andruw Monasterio,,,
1657,5221857721,hightower104 (9/20),0,137.9,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Salvador Perez OF Shohei Ohtani OF Fernando Tatis Jr. OF Jackson Merrill P Shota Imanaga P Alec Gamboa SS Bobby Witt Jr.,,,
1659,5221277970,ivymoose (13/20),0,137.85,1B Vinnie Pasquantino 2B Jake Cronenworth 3B Max Muncy C Carter Jensen OF Tommy Edman OF Isaac Collins OF Kyle Isbel P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1659,5221277971,ivymoose (14/20),0,137.85,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Tommy Edman OF Teoscar Hernandez OF Brett Callahan P Blake Snell P Framber Valdez SS Javier Baez,,,
1659,5221415903,mattped23 (1/5),0,137.85,1B Jac Caglianone 2B Jeff McNeil 3B Maikel Garcia C Carter Jensen OF Zack Gelof OF Lawrence Butler OF Kyle Isbel P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1659,5221452488,rd7242 (6/8),0,137.85,1B Jac Caglianone 2B Nick Sogard 3B Maikel Garcia C Drake Baldwin OF Michael Harris II OF Isaac Collins OF Kyle Isbel P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1659,5221470622,jamistar (14/20),0,137.85,1B Munetaka Murakami 2B Sam Antonacci 3B Tommy White C Jake Rogers OF Pete Crow-Armstrong OF Seiya Suzuki OF Braden Montgomery P Blake Snell P Framber Valdez SS Luisangel Acuna,,,
1659,5221474350,edgelesscart (2/20),0,137.85,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Ronald Acuna Jr. OF Ceddanne Rafaela OF Michael Harris II P Blake Snell P Framber Valdez SS Alika Williams,,,
1659,5221474833,jdb1989 (6/20),0,137.85,1B Jeff McNeil 2B Alika Williams 3B Tommy White C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Teoscar Hernandez P Blake Snell P Framber Valdez SS Mookie Betts,,,
1659,5221514236,jabbo123 (3/20),0,137.85,1B Freddie Freeman 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Brenton Doyle OF Brett Callahan P Blake Snell P Framber Valdez SS Mookie Betts,,,
1659,5221561391,KingTerryPegula (3/20),0,137.85,1B Vinnie Pasquantino 2B Royce Lewis 3B Maikel Garcia C Salvador Perez OF Byron Buxton OF Luke Keaschall OF Zach McKinstry P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1659,5221642479,srohde001 (4/20),0,137.85,1B Freddie Freeman 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Jordan Lawlar OF Brett Callahan P Blake Snell P Framber Valdez SS Mookie Betts,,,
1659,5221792619,beastmode08 (7/20),0,137.85,1B Freddie Freeman 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Tommy Edman OF Brett Callahan P Blake Snell P Framber Valdez SS Javier Baez,,,
1659,5221842530,JLong456 (1/20),0,137.85,1B Vinnie Pasquantino 2B Michael Massey 3B Max Muncy C Salvador Perez OF Ceddanne Rafaela OF Michael Harris II OF Kyle Isbel P Blake Snell P Carmen Mlodzinski SS Bobby Witt Jr.,,,
1659,5221884116,bizz2020 (1/20),0,137.85,1B Jac Caglianone 2B Michael Massey 3B Miguel Vargas C Carter Jensen OF Brenton Doyle OF Randal Grichuk OF Kyle Isbel P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,,
1672,5221456487,kcroyalfan (17/20),0,137.8,1B Jac Caglianone 2B Nick Sogard 3B Caleb Durbin C Hunter Feduccia OF Kyle Tucker OF Carlos Cortes OF Isaac Collins P Nolan McLean P Shota Imanaga SS Bobby Witt Jr.,,,
1672,5221459763,whoisjohngalt420 (13/20),0,137.8,1B Jac Caglianone 2B Jeff McNeil 3B Zack Gelof C Brian Serven OF Lawrence Butler OF Henry Bolte OF Isaac Collins P Nolan McLean P Shota Imanaga SS Bobby Witt Jr.,,,
1672,5221468668,caldwelltylerusng94 (7/20),0,137.8,1B Jac Caglianone 2B Hao-Yu Lee 3B Maikel Garcia C Carter Jensen OF Esmerlyn Valdez OF Isaac Collins OF Brett Callahan P Nolan McLean P Shota Imanaga SS Bobby Witt Jr.,,,
1672,5221470455,ccorms (10/20),0,137.8,1B Jac Caglianone 2B Donovan Walton 3B Tommy White C Salvador Perez OF Zack Gelof OF Henry Bolte OF Carlos Cortes P Nolan McLean P Shota Imanaga SS Bobby Witt Jr.,,,
1672,5221515325,LinkSinc (8/20),0,137.8,1B Jac Caglianone 2B Gleyber Torres 3B Maikel Garcia C Salvador Perez OF Max Clark OF Javier Baez OF Brett Callahan P Nolan McLean P Shota Imanaga SS Bobby Witt Jr.,,,
1672,5221588630,irockkretros,0,137.8,1B Matt Olson 2B Nick Sogard 3B Max Muncy C Mickey Gasper OF Tommy Edman OF Ceddanne Rafaela OF Eli White P Nolan McLean P Shota Imanaga SS Andruw Monasterio,,,
1678,5221474245,smittay (1/3),0,137.75,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Rafael Flores Jr. OF Andy Pages OF Esmerlyn Valdez OF Mike Yastrzemski P Martin Perez P Walker Buehler SS Mookie Betts,,,
1679,5221449131,cowboys767 (20/20),0,137.6,1B Vinnie Pasquantino 2B Michael Massey 3B Jared Triolo C Salvador Perez OF Shohei Ohtani OF Kyle Tucker OF Isaac Collins P Blake Snell P Walker Buehler SS Bobby Witt Jr.,,,
