Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
22,5221127732,jrevelle3 (15/20),0,187.4,1B Willson Contreras 2B Jorge Polanco 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Shota Imanaga SS Mookie Betts,,Ronald Acuna Jr.,OF,10.34%,7
23,5221573680,dallas1fan21 (3/20),0,186.4,1B Michael Busch 2B Jeff McNeil 3B Tommy White C Brian Serven OF Pete Crow-Armstrong OF Lawrence Butler OF Henry Bolte P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Carter Jensen,C,9.46%,7
24,5221471544,neuens7 (13/20),0,186.25,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Carter Jensen OF Wilyer Abreu OF Ceddanne Rafaela OF Kyle Isbel P Shota Imanaga P Framber Valdez SS Bobby Witt Jr.,,Lawrence Butler,OF,9.39%,5
25,5221161776,Pray_4_Rain (20/20),0,185.85,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Jake Rogers OF Pete Crow-Armstrong OF Max Clark OF Brett Callahan P Blake Snell P Framber Valdez SS Javier Baez,,Ceddanne Rafaela,OF,9.24%,21
25,5221562039,colemryt (4/20),0,185.85,1B Jac Caglianone 2B Jeff McNeil 3B Tommy White C Brian Serven OF Shohei Ohtani OF Henry Bolte OF Carlos Cortes P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Jac Caglianone,1B,9.11%,15
25,5221716523,SpeedRacer101 (7/20),0,185.85,1B Jac Caglianone 2B Jeff McNeil 3B Tommy White C Brian Serven OF Shohei Ohtani OF Lawrence Butler OF Henry Bolte P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Caleb Durbin,3B,8.97%,22
28,5221412601,skreiztin (18/20),0,185.6,1B Freddie Freeman 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Walker Buehler SS Mookie Betts,,Jorge Polanco,2B,8.96%,3
28,5221755107,lklk88088 (6/20),0,185.6,1B Willson Contreras 2B Nick Sogard 3B Max Muncy C Mickey Gasper OF Shohei Ohtani OF Andy Pages OF Eli White P Blake Snell P Walker Buehler SS Andruw Monasterio,,Isaac Collins,OF,8.76%,2
30,5221406583,bighelmetfrankgore (12/20),0,185.25,1B Willson Contreras 2B Gleyber Torres 3B Caleb Durbin C Mickey Gasper OF Wilyer Abreu OF Ceddanne Rafaela OF Luis Robert Jr. P Shota Imanaga P Framber Valdez SS Bobby Witt Jr.,,Maikel Garcia,3B,8.63%,10
31,5221774894,My_sons (12/20),0,185,1B Shohei Ohtani 2B Nick Sogard 3B Max Muncy C Mickey Gasper OF Andy Pages OF Ceddanne Rafaela OF Eli White P Shota Imanaga P Walker Buehler SS Andruw Monasterio,,Kyle Isbel,OF,8.54%,9
32,5221477749,cj351 (15/20),0,184.6,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Jake Rogers OF Shohei Ohtani OF Andy Pages OF Ceddanne Rafaela P Blake Snell P Walker Buehler SS Luisangel Acuna,,Francisco Lindor,SS,8.45%,6
33,5221103081,beddod (8/12),0,184.4,1B Willson Contreras 2B Jeff McNeil 3B Caleb Durbin C Adley Rutschman OF Ceddanne Rafaela OF Kyle Isbel OF Eli White P Nolan McLean P Blake Snell SS Bobby Witt Jr.,,Mike Yastrzemski,OF,8.40%,2
33,5221480759,T-Bird33,0,184.4,1B Nick Yorke 2B Kody Clemens 3B Caleb Durbin C Adley Rutschman OF Shohei Ohtani OF Pete Crow-Armstrong OF Esmerlyn Valdez P Shota Imanaga P Brayan Bello SS Javier Baez,,Jared Triolo,SS,8.31%,0
33,5221496788,henry296 (3/20),0,184.4,1B Shohei Ohtani 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Ceddanne Rafaela OF Randal Grichuk OF Eli White P Nolan McLean P Blake Snell SS Mookie Betts,,Michael Massey,2B,8.26%,7
33,5221853802,GreenTailShiner (18/20),0,184.4,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Pete Crow-Armstrong OF Wilyer Abreu OF Luis Robert Jr. P Shota Imanaga P Brayan Bello SS Mookie Betts,,Walker Buehler,P,7.92%,15.1
37,5221515329,LinkSinc (12/20),0,184,1B Salvador Perez 2B Hao-Yu Lee 3B Maikel Garcia C Luis Campusano OF Shohei Ohtani OF Andy Pages OF Gavin Sheets P Shota Imanaga P Walker Buehler SS Bobby Witt Jr.,,Nick Sogard,2B,7.82%,14
38,5221610841,bryanbigbets (14/20),0,183.85,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Byron Buxton OF Ceddanne Rafaela P Blake Snell P Framber Valdez SS Kaelen Culpepper,,Luke Keaschall,OF,7.82%,10
39,5221774819,Adols9 (9/15),0,183.4,1B Shohei Ohtani 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Andy Pages OF Ceddanne Rafaela OF Eli White P Blake Snell P Shota Imanaga SS Jared Triolo,,Jared Triolo,3B,7.64%,0
39,5221778230,MayBeNxTyme (8/20),0,183.4,1B Jac Caglianone 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Andy Pages OF Eli White P Blake Snell P Shota Imanaga SS Andruw Monasterio,,Zach McKinstry,OF,7.54%,17
39,5221794119,kcdouglas,0,183.4,1B Jac Caglianone 2B Michael Massey 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Kyle Isbel OF Brett Callahan P Shota Imanaga P Brayan Bello SS Bobby Witt Jr.,,Andruw Monasterio,SS,7.49%,2
42,5221623015,bassguy39 (12/20),0,183,1B Freddie Freeman 2B Nick Sogard 3B Max Muncy C Mickey Gasper OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Shota Imanaga P Walker Buehler SS Andruw Monasterio,,Jordan Beck,OF,7.32%,0
43,5221466914,masonplays2014 (13/20),0,182.85,1B Freddie Freeman 2B Jeff McNeil 3B Colt Keith C Hunter Feduccia OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Jeff McNeil,2B,7.20%,14
44,5221748966,salatso22 (18/20),0,182.4,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Teoscar Hernandez OF Ceddanne Rafaela P Blake Snell P Shota Imanaga SS Jared Triolo,,Luis Castillo,P,7.13%,1.1
44,5221807810,samirnj (12/20),0,182.4,1B Vinnie Pasquantino 2B Michael Massey 3B Caleb Durbin C Salvador Perez OF Shohei Ohtani OF Kyle Isbel OF Eli White P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Esmerlyn Valdez,OF,7.11%,0
46,5221846606,SmoothButta2786,0,181.85,1B Freddie Freeman 2B Adael Amador 3B Caleb Durbin C Hunter Feduccia OF Shohei Ohtani OF Pete Crow-Armstrong OF Brett Callahan P Blake Snell P Framber Valdez SS Jared Triolo,,Eli White,OF,7.08%,7
47,5221189248,Emac (7/20),0,181.6,1B Vinnie Pasquantino 2B Jake Cronenworth 3B Maikel Garcia C Carter Jensen OF Shohei Ohtani OF Randal Grichuk OF Zach McKinstry P Blake Snell P Walker Buehler SS Bobby Witt Jr.,,Willson Contreras,1B,6.99%,23
48,5221500286,Chadg20 (2/20),0,181.45,1B Willson Contreras 2B Nick Sogard 3B Max Muncy C Mickey Gasper OF Shohei Ohtani OF Andy Pages OF Eli White P Shota Imanaga P Bailey Ober SS Andruw Monasterio,,Randal Grichuk,OF,6.98%,18
49,5221382827,Tarheels3 (16/20),0,181.4,1B Vinnie Pasquantino 2B Gleyber Torres 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Vinnie Pasquantino,1B,6.78%,5
49,5221406276,skreiztin (6/20),0,181.4,1B Tommy White 2B Gleyber Torres 3B Kevin McGonigle C Brian Serven OF Shohei Ohtani OF Henry Bolte OF Zach McKinstry P Blake Snell P Shota Imanaga SS Mookie Betts,,Ozzie Albies,2B,6.77%,3
49,5221449122,cowboys767 (11/20),0,181.4,1B Shohei Ohtani 2B Jeff McNeil 3B Nick Yorke C Salvador Perez OF Kyle Tucker OF Mike Yastrzemski OF Zach McKinstry P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Corbin Carroll,OF,6.50%,2
49,5221507997,scohen21 (13/20),0,181.4,1B Vinnie Pasquantino 2B Gleyber Torres 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Austin Riley,3B,6.07%,5
49,5221559876,okelly36 (3/14),0,181.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Jorge Polanco C Drake Baldwin OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Byron Buxton,OF,6.04%,9
49,5221614073,anxiousadams41 (12/20),0,181.4,1B Vinnie Pasquantino 2B Gleyber Torres 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Wilyer Abreu,OF,6.00%,14
49,5221631260,jakelabranche (4/20),0,181.4,1B Freddie Freeman 2B Jake Cronenworth 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Shota Imanaga SS Andruw Monasterio,,Geraldo Perdomo,SS,5.99%,2
49,5221682394,SHININ (1/20),0,181.4,1B Vinnie Pasquantino 2B Gleyber Torres 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Henry Bolte,OF,5.97%,5
49,5221755781,smccarty (15/20),0,181.4,1B Josh Bell 2B Gleyber Torres 3B Hao-Yu Lee C Ryan Jeffers OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Kevin McGonigle,,Chase Meidroth,2B,5.92%,0
49,5221846829,DigitalDreams (2/16),0,181.4,1B Vinnie Pasquantino 2B Gleyber Torres 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Jared Young,1B,5.75%,0
59,5221707875,Skadoosh (7/20),0,181.15,1B Jac Caglianone 2B Michael Massey 3B Hao-Yu Lee C Carter Jensen OF Pete Crow-Armstrong OF Zach McKinstry OF Brett Callahan P Blake Snell P Martin Perez SS Bobby Witt Jr.,,Martin Perez,P,5.72%,2.65
60,5221821957,FreeAgent002 (13/20),0,180.8,1B Willson Contreras 2B Gleyber Torres 3B Hao-Yu Lee C Mickey Gasper OF Wilyer Abreu OF Ceddanne Rafaela OF Zach McKinstry P Nolan McLean P Shota Imanaga SS Kevin McGonigle,,Pete Crow-Armstrong,OF,5.63%,45
61,5221382829,Tarheels3 (18/20),0,180.6,1B Jac Caglianone 2B Nick Sogard 3B Caleb Durbin C Carter Jensen OF Seiya Suzuki OF Ceddanne Rafaela OF Eli White P Blake Snell P Walker Buehler SS Bobby Witt Jr.,,Jake Cronenworth,2B,5.52%,8
62,5221863909,Socc66 (5/5),0,180.45,1B Shohei Ohtani 2B Michael Massey 3B Jared Triolo C Salvador Perez OF Pete Crow-Armstrong OF Isaac Collins OF Eli White P Shota Imanaga P Bailey Ober SS Bobby Witt Jr.,,Jorge Polanco,3B,5.40%,3
63,5221545100,mack69 (4/20),0,180.4,1B Willson Contreras 2B Nick Sogard 3B Colt Keith C Salvador Perez OF Wilyer Abreu OF Ceddanne Rafaela OF Eli White P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Luis Robert Jr.,OF,5.06%,2
63,5221686625,LOCNOTM (12/20),0,180.4,1B Freddie Freeman 2B Hao-Yu Lee 3B Colt Keith C Hunter Feduccia OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Kevin McGonigle,,Tommy Edman,OF,5.05%,7
65,5221468679,caldwelltylerusng94 (18/20),0,179.85,1B Vinnie Pasquantino 2B Hao-Yu Lee 3B Maikel Garcia C Carter Jensen OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Gabriel Moreno,C,5.00%,3
65,5221501645,FantasyCrusader (7/20),0,179.85,1B Willson Contreras 2B Jeff McNeil 3B Caleb Durbin C Adley Rutschman OF Pete Crow-Armstrong OF Ceddanne Rafaela OF Lawrence Butler P Blake Snell P Framber Valdez SS Andruw Monasterio,,Miguel Vargas,3B,4.99%,7
65,5221631276,jakelabranche (20/20),0,179.85,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Ceddanne Rafaela OF Luis Robert Jr. P Blake Snell P Framber Valdez SS Francisco Lindor,,Kaelen Culpepper,SS,4.88%,3
68,5221466919,masonplays2014 (18/20),0,179.6,1B Willson Contreras 2B Nick Sogard 3B Max Muncy C Adley Rutschman OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Walker Buehler SS Jared Triolo,,Gleyber Torres,2B,4.82%,11
68,5221597783,wazzu24 (7/20),0,179.6,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Mickey Gasper OF Shohei Ohtani OF Andy Pages OF Randal Grichuk P Blake Snell P Luis Castillo SS Andruw Monasterio,,Mauricio Dubon,SS,4.81%,2
70,5221443397,Caryg07 (20/20),0,179.4,1B Jac Caglianone 2B Nick Sogard 3B Caleb Durbin C Adley Rutschman OF Ceddanne Rafaela OF Carson Benge OF Eli White P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,A.J. Ewing,OF,4.77%,5
70,5221466884,sheed6 (17/20),0,179.4,1B Jac Caglianone 2B Hao-Yu Lee 3B Kevin McGonigle C Carter Jensen OF Max Clark OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Colt Keith,3B,4.77%,9
70,5221561401,KingTerryPegula (13/20),0,179.4,1B Vinnie Pasquantino 2B Michael Massey 3B Colt Keith C Salvador Perez OF Shohei Ohtani OF Zach McKinstry OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Carson Benge,OF,4.70%,3
70,5221648994,jesyjames (8/20),0,179.4,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Carter Jensen OF Ceddanne Rafaela OF Kyle Isbel OF Eli White P Nolan McLean P Blake Snell SS Bobby Witt Jr.,,Jim Jarvis,SS,4.58%,0
70,5221750148,floydian80 (1/20),0,179.4,1B Shohei Ohtani 2B Gleyber Torres 3B Colt Keith C Hunter Feduccia OF Pete Crow-Armstrong OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Javier Baez,,Rafael Flores Jr.,C,4.57%,4
75,5221780014,BigDBoss (3/20),0,178.85,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Salvador Perez OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Framber Valdez SS Mookie Betts,,Adley Rutschman,C,4.47%,12
75,5221805739,JONESZY9 (11/20),0,178.85,1B Willson Contreras 2B Hao-Yu Lee 3B Max Muncy C Dillon Dingler OF Max Clark OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Hao-Yu Lee,2B,4.42%,19
75,5221807818,samirnj (20/20),0,178.85,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Salvador Perez OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Blake Snell P Framber Valdez SS Mookie Betts,,Adael Amador,2B,4.30%,11
78,5221633501,AMayberry23 (14/20),0,178.4,1B Shohei Ohtani 2B Jake Cronenworth 3B Nick Yorke C Salvador Perez OF Kyle Tucker OF Lawrence Butler OF Zach McKinstry P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Michael Busch,1B,4.15%,0
78,5221707886,Skadoosh (18/20),0,178.4,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Salvador Perez OF Max Clark OF Zach McKinstry OF Brett Callahan P Blake Snell P Shota Imanaga SS Mookie Betts,,Mitch Bratt,P,4.04%,-3.45
78,5221866408,timothyandstacy (5/20),0,178.4,1B Tommy White 2B Donovan Walton 3B Max Muncy C Brian Serven OF Shohei Ohtani OF Andy Pages OF Carlos Cortes P Blake Snell P Shota Imanaga SS Alika Williams,,Jake Rogers,C,3.97%,4
81,5221515332,LinkSinc (15/20),0,178,1B Jac Caglianone 2B Alika Williams 3B Maikel Garcia C Salvador Perez OF Shohei Ohtani OF Ceddanne Rafaela OF Eli White P Shota Imanaga P Walker Buehler SS Bobby Witt Jr.,,Brenton Doyle,OF,3.80%,0
82,5221499657,Vanco (3/3),0,177.6,1B Willson Contreras 2B Michael Massey 3B Caleb Durbin C Adley Rutschman OF Wilyer Abreu OF Ceddanne Rafaela OF Isaac Collins P Blake Snell P Walker Buehler SS Bobby Witt Jr.,,Carlos Cortes,OF,3.76%,5
83,5221449620,mandrzejewski (1/20),0,177.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Maikel Garcia C Salvador Perez OF Shohei Ohtani OF Kyle Isbel OF Brett Callahan P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Ian Happ,OF,3.69%,7
83,5221507990,scohen21 (6/20),0,177.4,1B Vinnie Pasquantino 2B Jeff McNeil 3B Jared Triolo C Carter Jensen OF Shohei Ohtani OF Zach McKinstry OF Kyle Isbel P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Josh Bell,1B,3.57%,16
83,5221561395,KingTerryPegula (7/20),0,177.4,1B Shohei Ohtani 2B Jeff McNeil 3B Tommy White C Salvador Perez OF Lawrence Butler OF Henry Bolte OF Carlos Cortes P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Tommy White,3B,3.56%,16
83,5221614493,babypooh11701 (1/5),0,177.4,1B Matt Olson 2B Nick Sogard 3B Jorge Polanco C Mickey Gasper OF Shohei Ohtani OF Lawrence Butler OF Eli White P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Ryan Jeffers,C,3.55%,4
83,5221623019,bassguy39 (16/20),0,177.4,1B Salvador Perez 2B Nick Sogard 3B Caleb Durbin C Carter Jensen OF Wilyer Abreu OF Ceddanne Rafaela OF Eli White P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Zack Gelof,3B,3.34%,3
83,5221683805,ceebajay (8/20),0,177.4,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Hunter Feduccia OF Shohei Ohtani OF Andy Pages OF Eli White P Blake Snell P Shota Imanaga SS Andruw Monasterio,,Dillon Dingler,C,3.27%,5
83,5221880669,ac919 (11/12),0,177.4,1B Shohei Ohtani 2B Jeff McNeil 3B Tommy White C Salvador Perez OF Lawrence Butler OF Henry Bolte OF Carlos Cortes P Blake Snell P Shota Imanaga SS Bobby Witt Jr.,,Kevin McGonigle,SS,3.25%,21
90,5221182968,drunkonpappy (4/20),0,177.25,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Zach McKinstry OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mookie Betts,,Mickey Gasper,C,3.10%,16
90,5221270945,stock2mail (5/20),0,177.25,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Zach McKinstry OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mookie Betts,,Salvador Perez,1B,3.00%,7
90,5221535746,davidwinz1960 (5/20),0,177.25,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Zach McKinstry OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mookie Betts,,Mauricio Dubon,OF,2.96%,2
90,5221866630,bothbasketballs (12/20),0,177.25,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Andy Pages OF Zach McKinstry OF Brett Callahan P Shota Imanaga P Framber Valdez SS Mookie Betts,,Royce Lewis,2B,2.94%,5
94,5221662236,TroyGilly91 (8/10),0,177,1B Freddie Freeman 2B Hao-Yu Lee 3B Max Muncy C Hunter Feduccia OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Shota Imanaga P Walker Buehler SS Mookie Betts,,Jackson Merrill,OF,2.93%,3
95,5221473311,Satch65 (7/20),0,176.85,1B Shohei Ohtani 2B Hao-Yu Lee 3B Max Muncy C Drake Baldwin OF Javier Baez OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Kevin McGonigle,,Gavin Sheets,OF,2.89%,7
95,5221631262,jakelabranche (6/20),0,176.85,1B Vinnie Pasquantino 2B Hao-Yu Lee 3B Colt Keith C Dillon Dingler OF Shohei Ohtani OF Zach McKinstry OF Brett Callahan P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Seiya Suzuki,OF,2.86%,18
95,5221673858,SaintDenee (2/10),0,176.85,1B Jac Caglianone 2B Michael Massey 3B Tommy White C Carter Jensen OF Pete Crow-Armstrong OF Henry Bolte OF Brett Callahan P Blake Snell P Framber Valdez SS Bobby Witt Jr.,,Michael Conforto,OF,2.80%,0
