Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
94,5220753620,XYZee03 (10/17),18.01,90.7,1B Matt Olson 2B Jorge Polanco 3B Javier Sanoja C Agustin Ramirez OF Michael Harris II OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Christian Scott SS Otto Lopez,,Nick Lodolo,P,2.69%,12.25
99,5220770470,HypeBigelow,25.19,90.6,1B Jared Young 2B Jake Cronenworth 3B Bo Bichette C Drake Baldwin OF Ronald Acuna Jr. OF Carson Benge OF A.J. Ewing P Ryan Weathers P Christian Scott SS Francisco Lindor,,Daylen Lile,OF,2.69%,4
100,5220783029,dean78904 (1/6),34.67,90.55,1B Munetaka Murakami 2B Jake Cronenworth 3B Miguel Vargas C Drew Romo OF A.J. Ewing OF Andrew Benintendi OF Gavin Sheets P Dylan Cease P Eury Perez SS Colson Montgomery,,Gavin Sheets,OF,2.69%,0
101,5220788022,MoneyMatt711 (3/3),22.51,90.4,1B Jared Young 2B Kody Clemens 3B Javier Sanoja C Agustin Ramirez OF Carson Benge OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Ryan Weathers SS Francisco Lindor,,Colson Montgomery,SS,2.69%,8
102,5220770060,kyleorso (16/17),34.66,89.55,1B Kyle Schwarber 2B Kody Clemens 3B Nick Yorke C Brian Navarreto OF Fernando Tatis Jr. OF Corbin Carroll OF Billy Cook P Dylan Cease P Eury Perez SS Kaelen Culpepper,,Esmerlyn Valdez,OF,2.53%,16
102,5220756751,cha457 (13/17),20.68,89.55,1B Abimelec Ortiz 2B Jorge Polanco 3B Bo Bichette C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Brett Baty,OF,2.53%,7
104,5220775490,Stree (10/12),21.18,89.5,1B Kyle Schwarber 2B Jorge Polanco 3B Bryson Stott C Luis Torrens OF Corbin Carroll OF A.J. Ewing OF Brett Baty P Dylan Cease P Nick Lodolo SS Francisco Lindor,,Andrew Benintendi,OF,2.53%,2
105,5220764852,pdt13 (17/17),20.18,88.9,1B Abimelec Ortiz 2B Matt McLain 3B Bo Bichette C Adley Rutschman OF Ronald Acuna Jr. OF A.J. Ewing OF Trevor Larnach P Dylan Cease P Drew Anderson SS Francisco Lindor,,Braden Montgomery,OF,2.53%,3
106,5220754855,TattMoney (1/2),28.01,88.7,1B Rhys Hoskins 2B Brett Baty 3B Bo Bichette C Henry Davis OF Bryan Reynolds OF Brandon Marsh OF A.J. Ewing P Dylan Cease P Christian Scott SS Francisco Lindor,,Charles McAdoo,1B,2.36%,6
106,5220751782,Wanna_Square_Up1567 (2/17),20.17,88.7,1B Matt Olson 2B Bryson Stott 3B Leo Jimenez C Agustin Ramirez OF Michael Harris II OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Christian Scott SS Otto Lopez,,Jo Adell,OF,2.36%,0
106,5220751789,Wanna_Square_Up1567 (9/17),17.85,88.7,1B Abimelec Ortiz 2B Ketel Marte 3B Miguel Vargas C Gabriel Moreno OF Corbin Carroll OF Andrew Benintendi OF Tim Tawa P Dylan Cease P Dean Kremer SS Geraldo Perdomo,,J.T. Realmuto,C,2.36%,0
109,5220781573,pigskin23,23.84,88.55,1B Jared Young 2B Royce Lewis 3B Bryson Stott C Gabriel Moreno OF Carson Benge OF Heriberto Hernandez OF Brett Bateman P Dylan Cease P Eury Perez SS Francisco Lindor,,Justin Crawford,OF,2.19%,5
109,5220756742,cha457 (4/17),21.51,88.55,1B Jared Young 2B Xavier Edwards 3B Bo Bichette C Agustin Ramirez OF Heriberto Hernandez OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Eury Perez SS Francisco Lindor,,Ryan McMahon,3B,2.19%,0
111,5220785841,MoneyMatt711 (1/3),26.67,87.75,1B Royce Lewis 2B Kody Clemens 3B Bo Bichette C Agustin Ramirez OF Carson Benge OF A.J. Ewing OF Trevor Larnach P Eury Perez P Christian Scott SS Francisco Lindor,,Jared Triolo,SS,2.19%,5
112,5220784535,doinky1,18.51,87.6,1B Matt Olson 2B Sam Antonacci 3B Miguel Vargas C Agustin Ramirez OF Michael Harris II OF Andrew Benintendi OF Mike Yastrzemski P Ryan Weathers P Christian Scott SS Colson Montgomery,,Chase Meidroth,2B,2.19%,2
113,5220770056,kyleorso (12/17),29.49,87.55,1B Kyle Schwarber 2B Bryson Stott 3B Nick Yorke C Drew Romo OF Byron Buxton OF Esteury Ruiz OF Billy Cook P Dylan Cease P Eury Perez SS Otto Lopez,,Bryan Reynolds,OF,2.19%,18
113,5220775188,goolie1228 (1/2),23.84,87.55,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Esteury Ruiz OF Jakob Marsee P Dylan Cease P Eury Perez SS Francisco Lindor,,Ozzie Albies,2B,2.19%,0
113,5220780049,tvielkin (5/7),18.35,87.55,1B Matt Olson 2B Ketel Marte 3B Charles McAdoo C Agustin Ramirez OF Jarren Duran OF Max Kepler OF Tim Tawa P Dylan Cease P Eury Perez SS Geraldo Perdomo,,Edmundo Sosa,OF,2.02%,8
116,5220767648,Johnny_Great (3/3),20.68,87.5,1B Abimelec Ortiz 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Dylan Crews OF Ceddanne Rafaela OF Daylen Lile P Dylan Cease P Nick Lodolo SS CJ Abrams,,Austin Riley,3B,2.02%,12
117,5220775487,Stree (7/12),18.52,86.9,1B Jared Young 2B Ketel Marte 3B Bo Bichette C Gabriel Moreno OF Carson Benge OF A.J. Ewing OF Trevor Larnach P Dylan Cease P Drew Anderson SS Francisco Lindor,,Connor Wong,C,2.02%,18
118,5220755201,callanan64,42.309998,86.7,1B Kyle Schwarber 2B Royce Lewis 3B Brooks Lee C Rafael Flores Jr. OF Byron Buxton OF Jo Adell OF Luke Keaschall P Dylan Cease P Dean Kremer SS Kaelen Culpepper,,Xander Bogaerts,SS,2.02%,0
118,5220756750,cha457 (12/17),28.01,86.7,1B Michael Toglia 2B Jake Cronenworth 3B Colt Keith C Agustin Ramirez OF Ronald Acuna Jr. OF Corbin Carroll OF Jackson Merrill P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Trent Grisham,OF,2.02%,0
118,5220775890,jadaruler,26.67,86.7,1B Munetaka Murakami 2B Brandon Lowe 3B Kazuma Okamoto C Rafael Flores Jr. OF Jackson Merrill OF George Springer OF Mike Yastrzemski P Dylan Cease P Christian Scott SS Jared Triolo,,Kazuma Okamoto,3B,2.02%,7
118,5220751790,Wanna_Square_Up1567 (10/17),19.52,86.7,1B Abimelec Ortiz 2B Ketel Marte 3B Javier Sanoja C Gabriel Moreno OF Corbin Carroll OF Dylan Crews OF Tim Tawa P Dylan Cease P Dean Kremer SS Geraldo Perdomo,,George Lombard Jr.,SS,2.02%,14
118,5220756752,cha457 (14/17),15.190001,86.7,1B Jared Young 2B Ketel Marte 3B Jorge Polanco C Agustin Ramirez OF Ronald Acuna Jr. OF Corbin Carroll OF Tim Tawa P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Dominic Smith,1B,2.02%,5
123,5220755170,ivymoose (5/5),40.35,86.55,1B Jared Young 2B Jorge Polanco 3B Jose Ramirez C Luis Torrens OF Chase DeLauter OF Carson Benge OF Steven Kwan P Dylan Cease P Eury Perez SS Francisco Lindor,,Colson Montgomery,3B,2.02%,8
123,5220773449,Thegamejoshyd44 (4/17),32.510002,86.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,Victor Caratini,C,1.85%,0
123,5220773461,Thegamejoshyd44 (9/17),32.510002,86.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,James McCann,C,1.85%,6
123,5220773480,Thegamejoshyd44 (11/17),32.510002,86.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,Javier Baez,SS,1.85%,0
123,5220781799,Thegamejoshyd44 (15/17),32.510002,86.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,Jake Irvin,P,1.85%,10.9
123,5220752877,GGHOSTMANH (3/17),30.84,86.55,1B Jared Young 2B Nick Sogard 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Gavin Sheets P Dylan Cease P Eury Perez SS Francisco Lindor,,Ben Rice,C,1.85%,0
123,5220766658,blitzburgh07 (1/2),25.33,86.55,1B Josh Bell 2B Bryson Stott 3B Brooks Lee C Rafael Flores Jr. OF A.J. Ewing OF Heriberto Hernandez OF Andrew Benintendi P Dylan Cease P Eury Perez SS Francisco Lindor,,Miguel Vargas,1B,1.85%,0
130,5220764931,GHROSS (6/6),24.85,85.85,1B Ty France 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Ceddanne Rafaela OF Tim Tawa P Eury Perez P Michael Soroka SS George Lombard Jr.,,Ernie Clement,2B,1.85%,0
131,5220785815,Jeter2333 (14/17),14.860001,85.7,1B Jared Young 2B Ketel Marte 3B Jorge Polanco C Gabriel Moreno OF Corbin Carroll OF A.J. Ewing OF Max Kepler P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Jorbit Vivas,2B,1.85%,7
132,5220788067,d9144 (3/12),37.85,85.55,1B Dominic Smith 2B Jake Cronenworth 3B Austin Riley C Drake Baldwin OF Michael Harris II OF Jackson Merrill OF Mike Yastrzemski P Dylan Cease P Eury Perez SS Xander Bogaerts,,Jared Triolo,3B,1.68%,5
132,5220754152,JERKER19 (3/5),28.99,85.55,1B Kyle Schwarber 2B Bryson Stott 3B Charles McAdoo C Luis Torrens OF Bryce Harper OF Brandon Marsh OF Daz Cameron P Dylan Cease P Eury Perez SS Jared Triolo,,Tanner Bibee,P,1.68%,0
132,5220752483,bengra99,22.18,85.55,1B Jared Young 2B Bryson Stott 3B Jorge Polanco C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Francisco Lindor,,Luis Rengifo,OF,1.68%,0
132,5220766239,Casey0504 (1/2),22.18,85.55,1B Jared Young 2B Jorge Polanco 3B Bryson Stott C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Francisco Lindor,,Kazuma Okamoto,1B,1.68%,7
132,5220776057,Casey0504 (2/2),22.18,85.55,1B Jared Young 2B Jorge Polanco 3B Bryson Stott C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Francisco Lindor,,Royce Lewis,1B,1.68%,7
132,5220787861,blindman24 (2/2),21.68,85.55,1B Abimelec Ortiz 2B Jorge Polanco 3B Javier Sanoja C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Tim Tawa P Dylan Cease P Eury Perez SS Francisco Lindor,,Spencer Jones,OF,1.68%,0
132,5220785092,harshreality18 (2/4),20.35,85.55,1B Jared Young 2B Xavier Edwards 3B Jorge Polanco C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,Sam Antonacci,OF,1.52%,6
132,5220785097,harshreality18 (4/4),20.35,85.55,1B Jared Young 2B Xavier Edwards 3B Jorge Polanco C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,Nathaniel Lowe,1B,1.52%,0
132,5220775482,Stree (2/12),17.36,85.55,1B Jared Young 2B Ketel Marte 3B Jorge Polanco C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF Jorge Barrosa P Dylan Cease P Eury Perez SS Geraldo Perdomo,,Freddy Fermin,C,1.52%,0
141,5220776594,peteram (2/2),32.010002,85.45,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C Luis Torrens OF A.J. Ewing OF Luis Robert Jr. OF Steven Kwan P Eury Perez P Ryan Weathers SS Colson Montgomery,,Dylan Crews,OF,1.35%,0
142,5220763757,GHROSS (4/6),25.52,85.3,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Michael Harris II OF Brett Bateman OF Daz Cameron P Eury Perez P Casey Mize SS Geraldo Perdomo,,Kevin McGonigle,3B,1.35%,2
143,5220788065,d9144 (1/12),21.84,85.2,1B Jared Young 2B Bryson Stott 3B Brooks Lee C Gabriel Moreno OF A.J. Ewing OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Sean Burke SS Francisco Lindor,,Henry Davis,C,1.35%,2
144,5220779871,snowman17.5,47.010002,84.8,1B Rhys Hoskins 2B Jorge Polanco 3B Jose Ramirez C Gabriel Moreno OF Ronald Acuna Jr. OF Esmerlyn Valdez OF Chase DeLauter P Eury Perez P Bryce Elder SS Brayan Rocchio,,Jose Caballero,2B,1.35%,14
144,5220775091,rjames47 (1/2),22.17,84.8,1B Munetaka Murakami 2B Sam Antonacci 3B Caleb Durbin C Drew Romo OF Ceddanne Rafaela OF A.J. Ewing OF George Springer P Dylan Cease P Michael Soroka SS Javier Baez,,Brady House,3B,1.35%,2
146,5220780255,nrd53920 (3/6),35.010002,84.75,1B Matt Olson 2B Jake Cronenworth 3B Alec Bohm C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mike Yastrzemski P Dylan Cease P Andrew Painter SS Xander Bogaerts,,Nick Yorke,3B,1.35%,7
146,5220776569,DVaughnKing (1/2),30,84.75,1B Matt Olson 2B Brett Baty 3B Alec Bohm C Austin Wells OF Bryce Harper OF Fernando Tatis Jr. OF Corbin Carroll P Eury Perez P Christian Scott SS Edmundo Sosa,,Dominic Smith,OF,1.35%,5
146,5220776792,DVaughnKing (2/2),30,84.75,1B Matt Olson 2B Brett Baty 3B Alec Bohm C Austin Wells OF Bryce Harper OF Fernando Tatis Jr. OF Corbin Carroll P Eury Perez P Christian Scott SS Edmundo Sosa,,Zach McKinstry,OF,1.18%,4
146,5220774070,Sillo82,28.66,84.75,1B Kyle Schwarber 2B Jake Cronenworth 3B Charles McAdoo C Adley Rutschman OF Wilyer Abreu OF Kody Clemens OF Andrew Benintendi P Dylan Cease P Bryce Elder SS Jared Triolo,,Billy Cook,OF,1.18%,2
150,5220787390,FantasyCrusader (8/8),15.19,84.7,1B Jared Young 2B Ketel Marte 3B Charles McAdoo C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF Luis Robert Jr. P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Nick Sogard,1B,1.18%,0
151,5220751791,Wanna_Square_Up1567 (11/17),31.02,84.55,1B Abimelec Ortiz 2B Jake Cronenworth 3B Manny Machado C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Tim Tawa P Dylan Cease P Eury Perez SS Geraldo Perdomo,,Austin Wells,C,1.18%,0
151,5220779803,cshap327,24.01,84.55,1B Josh Bell 2B Chase Meidroth 3B Bo Bichette C Rafael Flores Jr. OF Bryan Reynolds OF Carson Benge OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Jim Jarvis,,Jake Mangum,OF,1.01%,5
151,5220764848,pdt13 (13/17),22.01,84.55,1B Nick Yorke 2B Bryson Stott 3B Javier Sanoja C Gabriel Moreno OF Corbin Carroll OF Heriberto Hernandez OF Mike Yastrzemski P Dylan Cease P Eury Perez SS Francisco Lindor,,Anthony Seigler,2B,1.01%,9
151,5220756740,cha457 (2/17),21.51,84.55,1B Abimelec Ortiz 2B Xavier Edwards 3B Brady House C Agustin Ramirez OF Daylen Lile OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Otto Lopez,,Daz Cameron,OF,1.01%,7
151,5220781042,JERKER19 (5/5),21.5,84.55,1B Munetaka Murakami 2B Sam Antonacci 3B Javier Sanoja C Agustin Ramirez OF Braden Montgomery OF Andrew Benintendi OF Brett Bateman P Dylan Cease P Eury Perez SS Colson Montgomery,,Rhys Hoskins,1B,1.01%,0
151,5220751784,Wanna_Square_Up1567 (4/17),20.51,84.55,1B Abimelec Ortiz 2B Xavier Edwards 3B Leo Jimenez C Agustin Ramirez OF Corbin Carroll OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Eury Perez SS Geraldo Perdomo,,Colt Keith,3B,1.01%,19
157,5220763756,GHROSS (3/6),26.85,84.3,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ceddanne Rafaela OF Mike Yastrzemski OF Brett Bateman P Eury Perez P Casey Mize SS George Lombard Jr.,,Jim Jarvis,SS,1.01%,3
158,5220783600,rjames47 (2/2),28.67,83.8,1B Munetaka Murakami 2B Sam Antonacci 3B Bryson Stott C Connor Wong OF Carson Benge OF A.J. Ewing OF George Springer P Dylan Cease P Michael Soroka SS Brayan Rocchio,,TJ Friedl,OF,0.84%,0
159,5220764837,pdt13 (2/17),19.68,83.7,1B Jared Young 2B Jorge Polanco 3B Eugenio Suarez C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Luis Robert Jr. P Dylan Cease P Christian Scott SS Francisco Lindor,,Gleyber Torres,2B,0.84%,3
159,5220749469,Gronkowski69 (3/12),17.52,83.7,1B Sal Stewart 2B Jorge Polanco 3B Eugenio Suarez C Gabriel Moreno OF Carson Benge OF A.J. Ewing OF Brett Baty P Dylan Cease P Christian Scott SS Francisco Lindor,,Keibert Ruiz,C,0.84%,10
161,5220775133,TheDeebz,32,83.6,1B Royce Lewis 2B Ozzie Albies 3B Bo Bichette C Keibert Ruiz OF Ceddanne Rafaela OF Esmerlyn Valdez OF Jackson Merrill P Ryan Weathers P Dean Kremer SS Otto Lopez,,Brayan Rocchio,SS,0.84%,0
162,5220785721,jterryn,28.68,83.55,1B Jared Young 2B Jake Cronenworth 3B Bo Bichette C Alejandro Kirk OF Carson Benge OF A.J. Ewing OF Trevor Larnach P Dylan Cease P Eury Perez SS Francisco Lindor,,Brandon Lowe,2B,0.67%,12
162,5220770055,kyleorso (11/17),28.01,83.55,1B Jared Young 2B Brett Baty 3B Manny Machado C Brian Navarreto OF Ronald Acuna Jr. OF Heriberto Hernandez OF Billy Cook P Dylan Cease P Eury Perez SS Elly De La Cruz,,Luis Garcia Jr.,1B,0.67%,2
164,5220751788,Wanna_Square_Up1567 (8/17),14.19,83.5,1B Michael Toglia 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Michael Harris II OF Mike Yastrzemski P Dylan Cease P Nick Lodolo SS Geraldo Perdomo,,Tristan Peters,OF,0.67%,11
165,5220788074,d9144 (10/12),17.86,83.45,1B Tim Tawa 2B Ozzie Albies 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Michael Harris II OF Mike Yastrzemski P Eury Perez P Ryan Weathers SS Geraldo Perdomo,,Andres Gimenez,SS,0.67%,0
166,5220774574,elipin,25.17,83.25,1B Josh Bell 2B Kody Clemens 3B Charles McAdoo C Rafael Flores Jr. OF Corbin Carroll OF Esmerlyn Valdez OF Carson Benge P Sean Burke P Eury Perez SS Francisco Lindor,,Nick Yorke,1B,0.51%,7
166,5220784506,statis.official (8/12),23.84,83.25,1B Munetaka Murakami 2B Bryson Stott 3B Nolan Arenado C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tim Tawa P Sean Burke P Eury Perez SS Francisco Lindor,,Spencer Torkelson,1B,0.51%,2
168,5220785810,Jeter2333 (9/17),19.69,82.75,1B Jared Young 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF A.J. Ewing P Dylan Cease P Andrew Painter SS Francisco Lindor,,Jacob Young,OF,0.51%,3
169,5220784668,pkellen (1/3),29.15,82.7,1B Josh Bell 2B Royce Lewis 3B Javier Sanoja C Agustin Ramirez OF Byron Buxton OF Kody Clemens OF Heriberto Hernandez P Dylan Cease P Christian Scott SS Kaelen Culpepper,,Ke'Bryan Hayes,3B,0.51%,2
169,5220763795,greenmagic22,26.34,82.7,1B Charles McAdoo 2B Jake Cronenworth 3B Jared Triolo C Brian Navarreto OF Ronald Acuna Jr. OF Byron Buxton OF Corbin Carroll P Dylan Cease P Christian Scott SS Francisco Lindor,,Kevin McGonigle,SS,0.51%,2
169,5220754849,Yossarian230,22.01,82.7,1B Abimelec Ortiz 2B Ketel Marte 3B Miguel Vargas C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Brett Bateman P Dylan Cease P Dean Kremer SS Francisco Lindor,,Travis Bazzana,2B,0.51%,0
169,5220787606,drcrc (2/2),20.84,82.7,1B Jared Young 2B Sam Antonacci 3B Nick Yorke C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Heriberto Hernandez P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Rafael Flores Jr.,1B,0.51%,2
169,5220753619,XYZee03 (9/17),19.34,82.7,1B Jared Young 2B Gleyber Torres 3B Leo Jimenez C Agustin Ramirez OF Ronald Acuna Jr. OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Christian Scott SS Otto Lopez,,Javier Baez,OF,0.34%,0
174,5220753177,tfamularo (4/4),29.85,82.45,1B Matt Olson 2B Brett Baty 3B Ryan McMahon C Drake Baldwin OF Ronald Acuna Jr. OF Luis Rengifo OF Javier Sanoja P Casey Mize P Christian Scott SS Francisco Lindor,,Hunter Barco,P,0.34%,6.95
175,5220764123,etals61,18.51,82.2,1B Josh Bell 2B Jose Caballero 3B Eugenio Suarez C Gabriel Moreno OF A.J. Ewing OF Heliot Ramos OF Jacob Young P Dylan Cease P Sean Burke SS Geraldo Perdomo,,Heliot Ramos,OF,0.34%,12
175,5220782830,nealcassady,17.68,82.2,1B Jared Young 2B Sam Antonacci 3B Bo Bichette C Drew Romo OF Carson Benge OF Braden Montgomery OF Andrew Benintendi P Dylan Cease P Sean Burke SS Francisco Lindor,,Jose Caballero,SS,0.34%,14
177,5220769488,JGLspeaks (1/5),34.64,81.7,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Victor Caratini OF Kody Clemens OF Trevor Larnach OF Justin Crawford P Dylan Cease P Christian Scott SS Edmundo Sosa,,Louis Varland,P,0.34%,0
177,5220779126,mollyballs,27.16,81.7,1B Josh Bell 2B Ozzie Albies 3B Bo Bichette C Victor Caratini OF Byron Buxton OF Kody Clemens OF Luke Keaschall P Dylan Cease P Christian Scott SS Jim Jarvis,,Ben Rice,1B,0.34%,0
177,5220751785,Wanna_Square_Up1567 (5/17),15.19,81.7,1B Jared Young 2B Ketel Marte 3B Leo Jimenez C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF Max Kepler P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Dillon Dingler,C,0.17%,2
180,5220755168,ivymoose (3/5),21.02,81.55,1B Jared Young 2B Brett Baty 3B Miguel Vargas C James McCann OF Carson Benge OF Braden Montgomery OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,Braydon Fisher,P,0.17%,0
181,5220752885,GGHOSTMANH (11/17),23.02,81.45,1B Jared Young 2B Jorge Polanco 3B Miguel Vargas C Gabriel Moreno OF Sam Antonacci OF Carson Benge OF Luis Robert Jr. P Eury Perez P Ryan Weathers SS Francisco Lindor,,Andrew Morris,P,0.17%,0
182,5220768747,jbeamr5,29,81.4,1B Royce Lewis 2B Chase Meidroth 3B Bo Bichette C Luis Torrens OF Byron Buxton OF Kody Clemens OF Carson Benge P Sean Burke P Dean Kremer SS Francisco Lindor,,Mason Miller,P,0.17%,0
183,5220782404,gogochuck,26.99,81.15,1B Kyle Schwarber 2B Bryson Stott 3B Kazuma Okamoto C Rafael Flores Jr. OF Bryce Harper OF Esmerlyn Valdez OF Dominic Smith P Dylan Cease P Jake Irvin SS Edmundo Sosa,,Myles Straw,OF,0.17%,2
184,5220754303,rendonraiders,21.51,80.75,1B Josh Bell 2B Chase Meidroth 3B Caleb Durbin C Drake Baldwin OF Daylen Lile OF Carson Benge OF A.J. Ewing P Dylan Cease P Bryce Elder SS Jared Triolo,,Cade Gibson,P,0.17%,0
185,5220771603,FantasyCrusader (2/8),23.84,80.7,1B Josh Bell 2B Ketel Marte 3B Javier Sanoja C Gabriel Moreno OF Corbin Carroll OF Trevor Larnach OF Max Kepler P Dylan Cease P Dean Kremer SS Geraldo Perdomo,,Kody Funderburk,P,0.17%,0
185,5220764847,pdt13 (12/17),22.66,80.7,1B Bryce Harper 2B Bryson Stott 3B Colt Keith C Agustin Ramirez OF Trevor Larnach OF Heriberto Hernandez OF TJ Friedl P Dylan Cease P Christian Scott SS Francisco Lindor,,Isaac Mattson,P,0.17%,0
185,5220775959,blindman24 (1/2),19.18,80.7,1B Jared Young 2B Jorge Polanco 3B Bo Bichette C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Jakob Marsee P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Mason Montgomery,P,0.17%,0
185,5220753622,XYZee03 (12/17),19.01,80.7,1B Jared Young 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF A.J. Ewing OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Christian Scott SS Francisco Lindor,,Lake Bachar,P,0.17%,12.95
185,5220775062,Darkmen715 (1/17),17.35,80.7,1B Kazuma Okamoto 2B Jorge Polanco 3B Bryson Stott C Gabriel Moreno OF Corbin Carroll OF A.J. Ewing OF Max Kepler P Dylan Cease P Christian Scott SS Geraldo Perdomo,,Austin Hedges,C,0.17%,0
190,5220756746,cha457 (8/17),23.18,80.55,1B Jared Young 2B Brett Baty 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Ceddanne Rafaela OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,Victor Caratini,1B,0.17%,0
190,5220756743,cha457 (5/17),22.67,80.55,1B Charles McAdoo 2B Bryson Stott 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Francisco Lindor,,,
190,5220753614,XYZee03 (4/17),21.51,80.55,1B Jared Young 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Carson Benge OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Francisco Lindor,,,
190,5220772589,iamtherealdraftking (2/3),21.18,80.55,1B Jared Young 2B Nick Sogard 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Francisco Lindor,,,
194,5220783126,nrd53920 (4/6),20.51,80.5,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C James McCann OF Braden Montgomery OF Luis Robert Jr. OF Tim Tawa P Dylan Cease P Nick Lodolo SS Colson Montgomery,,,
195,5220785023,rizen84,24.34,80.25,1B Matt Olson 2B Ernie Clement 3B Kazuma Okamoto C Gabriel Moreno OF Jarren Duran OF George Springer OF Andrew Benintendi P Dylan Cease P Casey Mize SS Javier Baez,,,
196,5220781756,barrencastle,24.17,80.2,1B Jared Young 2B Bryson Stott 3B Brooks Lee C Victor Caratini OF Bryan Reynolds OF Carson Benge OF A.J. Ewing P Dylan Cease P Sean Burke SS Geraldo Perdomo,,,
